Image_Path,Image_Title,Image_Type,Image_Naturalness,Approach/avoid,Arousal,Familiarity,Interest,Mystery,Pleasantness,Prospect/refuge,Valence,Luminance,Contrast,Entropy,CIELAB-Lightness,CIELAB-Magenta-green,CIELAB-Blue-yellow,Fractal_Dimension
control_058.jpg,control_058,Control,Control,6.136645963,5.167701863,6.149068323,6.00621118,6.968944099,5.757763975,5.714285714,5.869565217,0.501027489,0.291837171,7.844711348,51.93749992,0.109496802,-3.242768235,1.86658544
control_059.jpg,control_059,Control,Control,5.917721519,5.056962025,6.126582278,5.778481013,6.746835443,5.797468354,5.613924051,5.841772152,0.488655421,0.23031266,7.498597891,51.34614196,-0.052941498,-10.16270544,1.869679961
control_061.jpg,control_061,Control,Control,6.75,5.29375,5.8125,6.81875,7.33125,6.675,6.36875,6.59375,0.512410767,0.255821849,7.489749516,53.8443283,-1.174295391,-8.031108722,1.87251104
control_063.jpg,control_063,Control,Control,4.951219512,5.408536585,6.079268293,4.841463415,6.018292683,4.652439024,4.853658537,4.701219512,0.382998756,0.237408413,7.397577643,40.23289831,0.789906636,5.656571989,1.846807202
control_066.jpg,control_066,Control,Control,5.43902439,5.817073171,6.353658537,5.426829268,6.768292683,5.109756098,5.201219512,5.152439024,0.419246047,0.207157653,7.707596753,44.33138021,1.472031616,-3.320001963,1.857439564
control_067.jpg,control_067,Control,Control,5.527607362,5.386503067,5.993865031,5.969325153,6.871165644,5.496932515,5.36809816,5.429447853,0.533995829,0.245059586,7.738202473,55.98677486,4.877141636,3.699755949,1.877773746
control_071.jpg,control_071,Control,Control,5.556962025,5.525316456,6.689873418,5.151898734,6.050632911,5.398734177,5.297468354,5.164556962,0.42547477,0.272684588,7.837748709,44.46642981,-0.852832416,1.719521588,1.855735285
control_073.jpg,control_073,Control,Control,5.264516129,5.309677419,6.270967742,5.038709677,5.825806452,5.367741935,5.2,5.103225806,0.579321123,0.276685185,7.823544044,60.14877577,1.131332306,10.25225359,1.881608363
control_074.jpg,control_074,Control,Control,5.819875776,5.105590062,6.037267081,5.385093168,6.080745342,5.559006211,5.708074534,5.608695652,0.452695906,0.213484251,7.741207158,47.76882814,-1.059342462,5.192490309,1.863905015
control_076.jpg,control_076,Control,Control,4.467948718,5.493589744,6.833333333,3.948717949,4.384615385,4.474358974,4.647435897,4.551282051,0.244972284,0.169667257,7.188133378,25.98489745,2.023426112,5.661107217,1.8081733
control_078.jpg,control_078,Control,Control,4.616352201,5.006289308,6.924050633,4.094936709,4.67721519,4.421383648,5.151898734,4.51572327,0.455567543,0.266212338,7.736351559,47.53964222,-1.65470647,0.92941711,1.85893888
control_079.jpg,control_079,Control,Control,4.848101266,5.208860759,6.303797468,4.455696203,5.265822785,4.683544304,4.683544304,4.683544304,0.43823767,0.21669822,7.61781153,46.52449033,-3.081618114,-5.491765102,1.85827729
control_080.jpg,control_080,Control,Control,4.798780488,5.317073171,5.37195122,4.835365854,5.518292683,4.585365854,4.646341463,4.859756098,0.450103735,0.165726984,7.315170386,47.92554332,1.820444895,-0.776652179,1.866245661
control_081.jpg,control_081,Control,Control,5.55,5.28125,5.675,5.41875,6.0125,5.36875,5.40625,5.375,0.440165333,0.208502413,7.587921413,46.95489902,3.304015156,-2.057802733,1.860819139
control_086.jpg,control_086,Control,Control,5.093167702,5.180124224,7.1375,4.51875,5.7375,5.074534161,5.21875,4.968944099,0.435768666,0.244188991,7.680895005,45.78920123,0.531312972,0.36632457,1.856438882
control_087.jpg,control_087,Control,Control,4.543209877,5.290123457,6.339506173,3.833333333,4.543209877,4.296296296,4.666666667,4.50617284,0.473736372,0.31351109,7.850319961,49.02653965,-0.095540309,-8.603090171,1.858391282
control_088.jpg,control_088,Control,Control,5.771604938,5.740740741,6.314814815,5.882716049,6.648148148,5.592592593,5.487654321,5.62345679,0.357627323,0.312794722,7.199210191,37.64348004,3.697476498,7.012874593,1.820643711
control_091.jpg,control_091,Control,Control,4.771604938,4.820987654,5.055555556,4.345679012,4.271604938,4.549382716,4.611111111,4.691358025,0.451912058,0.230146947,7.196571169,47.9438042,5.638121166,11.31510671,1.866219873
control_092.jpg,control_092,Control,Control,4.814814815,5.030864198,6.559006211,3.913043478,4.614906832,4.567901235,5.080745342,4.808641975,0.472429905,0.265934966,7.805201377,49.47083888,1.360943055,-3.266659937,1.865846532
control_093.jpg,control_093,Control,Control,5.01863354,4.770186335,6.192546584,3.99378882,4.590062112,4.875776398,5.260869565,4.838509317,0.390783727,0.319985407,7.072411052,40.50376777,1.575455428,3.740126424,1.838673561
control_094.jpg,control_094,Control,Control,5.987951807,4.873493976,6.343373494,5.554216867,6.13253012,5.753012048,5.807228916,5.837349398,0.308938419,0.213611586,7.433411839,32.5136946,0.328534745,6.391733706,1.82933836
control_095.jpg,control_095,Control,Control,5.625766871,5.429447853,6.823170732,4.908536585,5.719512195,5.030674847,5.432926829,5.226993865,0.38403255,0.21894536,7.678098004,40.65991522,1.926990275,2.166440555,1.848812409
control_096.jpg,control_096,Control,Control,3.519230769,5.628205128,6.134615385,3.608974359,4.737179487,3.724358974,3.506410256,3.679487179,0.390248453,0.227997818,7.354749589,41.43567977,4.377791809,6.241355508,1.855082118
control_097.jpg,control_097,Control,Control,6.225,4.79375,6.18125,5.89375,6.5125,5.83125,6.06875,5.90625,0.499201011,0.234632028,7.68115035,52.37659994,1.163349006,4.810778559,1.870791126
control_098.jpg,control_098,Control,Control,4.042944785,5.110429448,5.527607362,3.539877301,3.914110429,3.957055215,4.18404908,4.233128834,0.391335106,0.282303062,7.536271427,40.66596038,0.856358751,0.155983344,1.848978851
control_099.jpg,control_099,Control,Control,4.740506329,5.240506329,6.32278481,4.35443038,4.898734177,4.411392405,4.759493671,4.67721519,0.48160789,0.230283388,7.571585469,50.71214418,1.656936068,-1.377095108,1.870680539
control_100.jpg,control_100,Control,Control,5.950310559,4.527950311,5.770186335,5.335403727,5.745341615,5.627329193,5.944099379,5.633540373,0.265720727,0.205995775,7.420130764,27.90886301,0.398440217,1.554698657,1.811276739
control_101.jpg,control_101,Control,Control,4.85,5.00625,5.1875,4.3125,4.6875,4.5875,4.95625,4.88125,0.463259321,0.209637521,7.662664138,49.77828809,4.776922243,-13.95233061,1.867025957
control_102.jpg,control_102,Control,Control,5.975,4.66875,6.4875,5.54375,5.8125,5.7125,5.9125,5.74375,0.523230381,0.285154512,7.839694897,54.32578415,1.483675683,3.670601594,1.87126474
control_103.jpg,control_103,Control,Control,5.263803681,4.938650307,6.300613497,4.803680982,5.441717791,5.055214724,5.325153374,5.226993865,0.460981025,0.247751983,7.113061289,48.2263956,-0.450183647,2.699985713,1.863618145
control_104.jpg,control_104,Control,Control,5.319018405,5.024539877,6.282208589,4.392638037,5,5.006134969,5.515337423,5.061349693,0.3429425,0.259681925,7.58019148,35.97632217,-0.694661424,5.769454095,1.828889752
control_105.jpg,control_105,Control,Control,3.442307692,5.615384615,6.538461538,3.108974359,3.455128205,3.474358974,3.871794872,3.717948718,0.35930468,0.238614728,7.56576182,37.84094268,1.772003342,2.911017008,1.843033889
control_106.jpg,control_106,Control,Control,3.772151899,5.240506329,5.955696203,3.075949367,3.702531646,3.670886076,4.126582278,4.006329114,0.437099707,0.246930492,7.671625261,45.80140213,-1.060355003,-3.985352825,1.859538671
control_107.jpg,control_107,Control,Control,6.620253165,4.506329114,5.943037975,6.227848101,6.474683544,6.284810127,6.512658228,6.221518987,0.445786433,0.271221975,7.891445955,46.81468864,2.538805955,3.143135872,1.858935576
control_108.jpg,control_108,Control,Control,4.12804878,5.274390244,5.908536585,3.908536585,4.615853659,4.115853659,4.115853659,4.25,0.325243794,0.255599708,7.396583234,33.95142193,0.420932069,6.643337391,1.83240495
control_109.jpg,control_109,Control,Control,5.535031847,4.808917197,5.98089172,4.936305732,5.312101911,5.242038217,5.598726115,5.414012739,0.427283158,0.280254192,7.650424357,44.47256173,2.345633581,-0.670990189,1.856295602
control_110.jpg,control_110,Control,Control,4.910828025,4.808917197,5.535031847,4.477707006,5.070063694,4.821656051,5.082802548,4.936305732,0.449025497,0.252839158,7.626962319,47.11070468,2.318881091,0.43395076,1.864295535
desert_005.jpg,desert_005,Desert,Nature,5.055555556,4.327160494,3.086419753,5.148148148,4.895061728,5.450617284,4.864197531,5.62345679,0.543911983,0.161740408,6.83487732,58.51910564,10.17316389,2.114954195,1.87912074
desert_006.jpg,desert_006,Desert,Nature,4.441717791,4.858895706,3.576687117,4.570552147,4.509202454,4.81595092,4.128834356,5.098159509,0.583439269,0.173169405,7.401689918,61.27572125,0.471337117,8.120213324,1.884582643
desert_007.jpg,desert_007,Desert,Nature,4.834355828,4.319018405,3.558282209,4.883435583,4.699386503,5.104294479,4.779141104,5.478527607,0.574387907,0.280786082,7.756201428,59.61956451,2.43978955,6.165605657,1.881872584
desert_008.jpg,desert_008,Desert,Nature,5.347826087,4.664596273,3.813664596,5.714285714,5.540372671,6,5.031055901,5.98757764,0.496101733,0.247242061,7.528834746,52.81353201,7.019291592,-0.520676897,1.868235044
desert_010.jpg,desert_010,Desert,Nature,5.25,4.56097561,4,5.268292683,5.463414634,5.524390244,4.963414634,5.768292683,0.473345641,0.239907232,7.391340428,49.88871282,-1.407769636,-8.893353324,1.868468926
desert_012.jpg,desert_012,Desert,Nature,5.086419753,4.314814815,3.765432099,5.00617284,4.691358025,5.580246914,4.709876543,5.703703704,0.556557838,0.216303864,7.600742598,59.11096266,2.47916599,-1.934764393,1.880544124
desert_013.jpg,desert_013,Desert,Nature,4.949044586,4.445859873,4.012738854,4.52866242,4.229299363,5.197452229,4.592356688,5.382165605,0.413288847,0.107936804,6.734698683,46.41876883,8.781967413,-24.06814172,1.861717173
desert_015.jpg,desert_015,Desert,Nature,4.465408805,4.729559748,3.132911392,4.46835443,4.227848101,4.855345912,4.094936709,4.798742138,0.553990494,0.181863932,7.333375678,58.69693708,5.362652504,0.703393931,1.881534088
desert_017.jpg,desert_017,Desert,Nature,4.936305732,4.872611465,3.159235669,4.993630573,4.522292994,5.248407643,4.426751592,5.382165605,0.631438659,0.17160849,7.325705068,66.42324582,8.858432909,-2.263080369,1.890390345
desert_018.jpg,desert_018,Desert,Nature,4.9375,4.525,3.5875,5.3625,5.16875,5.58125,4.6,5.675,0.528229691,0.142923464,7.089411445,57.1960335,0.528538268,2.729259593,1.876951492
desert_020.jpg,desert_020,Desert,Nature,5.382716049,4.858024691,3.228395062,5.722222222,5.450617284,5.475308642,4.685185185,5.740740741,0.527575394,0.147179495,6.795302297,57.34579597,9.954095431,2.073084129,1.876843767
desert_021.jpg,desert_021,Desert,Nature,5.530487805,4.493902439,4.097560976,5.695121951,5.530487805,5.926829268,5.201219512,5.884146341,0.481936686,0.196455123,7.587057261,52.01805815,6.537724599,-3.915486142,1.869944493
desert_022.jpg,desert_022,Desert,Nature,4.716049383,4.771604938,3.469135802,4.75308642,4.734567901,5.018518519,4.388888889,5.172839506,0.452102987,0.21776442,7.278284773,48.88333385,8.83657287,-6.648494423,1.861940926
desert_023.jpg,desert_023,Desert,Nature,5.097560976,4.408536585,3.37195122,5.475609756,4.737804878,5.737804878,4.640243902,5.890243902,0.648427287,0.251478192,6.963213889,67.50412414,12.51888769,-1.80217499,1.890524833
desert_025.jpg,desert_025,Desert,Nature,5.184713376,4.828025478,3.006369427,5.337579618,4.78343949,5.636942675,4.898089172,5.668789809,0.581720262,0.143936644,7.008643713,61.95617619,11.02027273,4.06908954,1.88535298
desert_026.jpg,desert_026,Desert,Nature,5.924528302,4.383647799,3.465408805,6.125786164,6.119496855,6.157232704,5.622641509,6.402515723,0.424073704,0.178621012,7.426383375,46.29728393,7.739585626,-13.05777965,1.861162979
desert_028.jpg,desert_028,Desert,Nature,5.388888889,4.141975309,3.216049383,5.555555556,4.820987654,5.907407407,5.049382716,6.024691358,0.51183519,0.154156312,6.767715832,54.28554713,-0.598430898,-1.256925151,1.873517861
desert_029.jpg,desert_029,Desert,Nature,4.828025478,4.382165605,3.031847134,5.343949045,3.993630573,5.904458599,4.458598726,5.815286624,0.463475434,0.233290681,7.61043581,49.59927611,8.919734691,18.96193252,1.868526984
desert_030.jpg,desert_030,Desert,Nature,4.826923077,4.557692308,3.032051282,4.980769231,4.307692308,5.416666667,4.628205128,5.480769231,0.606332178,0.153231681,6.947461047,64.02165452,8.404368276,5.11337537,1.887318773
desert_034.jpg,desert_034,Desert,Nature,5.936305732,4.808917197,2.955414013,6.305732484,5.917197452,6.108280255,5.414012739,6.248407643,0.557454921,0.213183929,7.72988949,58.5392502,1.68527617,8.590674552,1.880881686
desert_036.jpg,desert_036,Desert,Nature,5.560509554,4.566878981,3.108280255,6.127388535,5.171974522,6.312101911,5.050955414,6.407643312,0.434955516,0.180064436,7.524365086,49.40567995,17.58049807,3.088426464,1.864011756
desert_039.jpg,desert_039,Desert,Nature,5.00621118,4.869565217,2.919254658,5.329192547,4.627329193,5.645962733,4.51552795,5.552795031,0.494967791,0.180371018,7.332615029,52.80482277,7.15864943,6.356004655,1.874624551
desert_040.jpg,desert_040,Desert,Nature,4.242038217,4.993630573,2.598726115,4.554140127,3.541401274,4.605095541,3.923566879,4.496815287,0.543802803,0.212989355,7.670731487,57.09000513,5.126865207,5.191944444,1.880093459
desert_041.jpg,desert_041,Desert,Nature,5.308641975,4.833333333,3.012345679,5.87654321,5.654320988,5.382716049,4.796296296,5.580246914,0.521657716,0.213036645,7.646406665,55.00028408,3.904756805,7.834634273,1.875608806
desert_042.jpg,desert_042,Desert,Nature,5.561290323,4.277419355,3.35483871,5.941935484,5.941935484,6.103225806,5.051612903,6.038709677,0.498845913,0.196193783,7.585079985,53.765873,9.187351675,9.356767639,1.87193971
desert_043.jpg,desert_043,Desert,Nature,6.166666667,3.653846154,4.801282051,5.826923077,5.929487179,6.179487179,5.91025641,6.25,0.491203422,0.269707543,7.835834526,51.26577756,1.630339944,6.849557486,1.867810919
desert_044.jpg,desert_044,Desert,Nature,6.268292683,3.93902439,4.317073171,6.109756098,5.859756098,6.402439024,5.93902439,6.451219512,0.424023759,0.215644375,7.567623412,45.76559495,-3.69158156,-7.976493515,1.857813973
desert_045.jpg,desert_045,Desert,Nature,5.556962025,4.651898734,3.006329114,5.816455696,5.202531646,5.829113924,4.987341772,5.987341772,0.496730349,0.191828296,7.555197537,53.86784923,12.76182579,16.27527065,1.873131173
desert_048.jpg,desert_048,Desert,Nature,6.12345679,4.62962963,3.895061728,6.796296296,6.49382716,6.685185185,5.462962963,6.74691358,0.425128445,0.227427168,7.625089057,45.66212615,12.23131668,3.082959398,1.85875362
desert_049.jpg,desert_049,Desert,Nature,4.18902439,5.006097561,3.012195122,4.652439024,3.768292683,5.201219512,3.719512195,5.25,0.519658022,0.156908678,7.22720993,56.13120413,13.67138912,34.27754861,1.877073414
desert_050.jpg,desert_050,Desert,Nature,4.232258065,4.787096774,3.541935484,4.838709677,4.64516129,4.670967742,4.251612903,4.851612903,0.541567339,0.213712075,7.582613969,56.96625118,4.857129908,8.270076952,1.879388974
fields_002.jpg,fields_002,Field,Nature,6.969325153,2.846625767,5.858895706,5.895705521,5.024539877,7.116564417,7.024539877,7.073619632,0.515208192,0.187653669,7.445647309,55.06509655,-1.454823503,20.57427908,1.873412791
fields_003.jpg,fields_003,Field,Nature,7.380368098,2.619631902,6.392638037,6.202453988,5.472392638,7.343558282,7.54601227,7.319018405,0.487290301,0.242665918,7.722288962,51.52752803,-3.119464831,11.51177748,1.867031449
fields_005.jpg,fields_005,Field,Nature,7.16875,3.09375,5.09375,6.76875,6.30625,7.24375,7.15625,7.31875,0.434541669,0.181104236,7.526572618,46.55355977,-2.62189404,3.52070513,1.861940167
fields_007.jpg,fields_007,Field,Nature,6.880503145,2.72327044,5.955974843,5.905660377,5.169811321,7.044025157,7.050314465,7.050314465,0.716145696,0.198055379,7.302462671,74.72368336,-13.33076414,11.93667103,1.89694343
fields_009.jpg,fields_009,Field,Nature,7.15625,2.65625,5.96875,6.4375,5.81875,7.31875,7.2625,7.38125,0.530660589,0.299162304,7.870023326,55.48087302,0.537389275,25.30372964,1.869258064
fields_011.jpg,fields_011,Field,Nature,7.359756098,3.036585366,5.81097561,6.585365854,6.146341463,7.445121951,7.298780488,7.475609756,0.361553724,0.226025925,7.643880944,41.86657506,9.185552605,-8.203968852,1.841799237
fields_014.jpg,fields_014,Field,Nature,7.314102564,3.275641026,5.153846154,6.698717949,5.653846154,7.461538462,7.237179487,7.474358974,0.447098868,0.266043728,7.630619748,50.02906601,-0.698464748,30.44506946,1.859416932
fields_015.jpg,fields_015,Field,Nature,6.467948718,2.961538462,5.477707006,5.617834395,4.636942675,6.788461538,6.719745223,6.730769231,0.679605543,0.213557861,6.856486399,71.05261144,-0.192138396,26.40327973,1.8924572
fields_016.jpg,fields_016,Field,Nature,7.02484472,3.02484472,6.01242236,6.204968944,5.360248447,7.142857143,7.211180124,7.118012422,0.577314959,0.189397999,7.062952181,61.23088067,-1.629188443,9.355057381,1.882910141
fields_018.jpg,fields_018,Field,Nature,5.987654321,3.759259259,4.777777778,5.475308642,4.790123457,6.296296296,6.104938272,6.37037037,0.350061927,0.130299308,6.829750804,38.77734774,6.459084624,10.96974816,1.846630562
fields_021.jpg,fields_021,Field,Nature,7.765822785,2.911392405,4.734177215,6.791139241,4.848101266,7.841772152,7.569620253,7.778481013,0.583319992,0.176534124,7.455793771,61.7326974,4.757777432,22.47268604,1.884893928
fields_022.jpg,fields_022,Field,Nature,7.477987421,2.51572327,5.578616352,6.396226415,5.169811321,7.578616352,7.339622642,7.540880503,0.625588671,0.2502664,7.37257469,65.57840857,-5.862050043,30.43639121,1.885482485
